"Sponsor Name","Site Name","Site Address","City","State","Zip Code","Contact Name","Telephone","ProgramTypes"
"QUALITY CHILDREN'S SERVICES","CHILDREN'S ATELIER CENTER","1508 WINDSOR RD","CARDIFF","CA",92007,"MS. GABRIELA ROMERO","760-942-3240","PRESCHOOL AGE CENTER (CCC)"
"QUALITY CHILDREN'S SERVICES","LA CASITA CDC","710 S STAGE COACH LANE","FALLBROOK","CA",92028,"GUADALUPE ALATORRE","760-723-3228","PRESCHOOL AGE CENTER (CCC)"
"QUALITY CHILDREN'S SERVICES","LIBBY LAKE CDC","489 CALLE MONTECITO","OCEANSIDE","CA",92057,"MARICRUZ BALLESTEROS","760-754-1270","PRESCHOOL AGE CENTER (CCC)"
"QUALITY CHILDREN'S SERVICES","MISSION CHILD DEV CENTER","3870 MISSION AVE STE D6","OCEANSIDE","CA",92058,"ZOILA MENDOZA","760-967-1370","PRESCHOOL AGE CENTER (CCC)"
"QUALITY CHILDREN'S SERVICES","QCS CHILDREN'S ACADEMY","341 HEALD LANE","FALLBROOK","CA",92028,"MS. BRISA DIAZ","760-451-9885","PRESCHOOL AGE CENTER (CCC)"
"QUALITY CHILDREN'S SERVICES","VILLAGE CHILD DEVELOPMENT CNT","3220 MISSION AVE, SUITE 6","OCEANSIDE","CA",92058,"YADIRA LOPEZ","760-967-4776","PRESCHOOL AGE CENTER (CCC)"
"READY SET GROW","READY SET GROW","728 PEPPER DRIVE","EL CAJON","CA",92021,"LORI FLYNN","619-448-4585","PRESCHOOL AGE CENTER (CCC), SCHOOL AGE CENTER (SAC)"
"SAINT VINCENT DE PAUL VILLAGE","ST VINCENT DE PAUL VILLAGE","1501 IMPERIAL AVE","SAN DIEGO","CA",92101,"MS. JESSE CASEMENT","619-233-8500","PRESCHOOL AGE CENTER (CCC), EMERGENCY SHELTER (HOM), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"SAN DIEGO COMMUNITY COLL DIST","MESA COLLEGE CDC","7250 MESA COLLEGE DR","SAN DIEGO","CA","92111-4998","IDA CROSS","619-560-2813","PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC)"
"SAN DIEGO COMMUNITY COLL DIST","MIRAMAR COLLEGE CDC","10440 BLACK MOUNTAIN RD","SAN DIEGO","CA","92126-2999","MS. DAWN BURGESS","619-536-7851","PRESCHOOL AGE CENTER (CCC)"
"SAN DIEGO COMMUNITY COLL DIST","SAN DIEGO CITY COLLEGE CDC/CCC/ITC","1601 B STREET","SAN DIEGO","CA","92101-4787","MRS. GLORIA LYON","619-388-3205","PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC), INFANT/TODDLER (ITC)"
"SAN DIEGO COUNTY OFFICE OF EDUCATION","LINDSAY EARLY LEARNING ACADEMY","232 WEST ASH STREET","SAN DIEGO","CA",92101,"MS. KARISSA MEI","619-696-3670","HEAD START CENTER (HSC)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ADAMS ELEMENTARY","4672 35TH STREET","SAN DIEGO","CA",92116,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ALCOTT ELEMENTARY","4680 HIDALGO AVENUE","SAN DIEGO","CA",92117,"MRS. JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ANGIER ELEMENTARY","8450 HURLBUT STREET","SAN DIEGO","CA",92123,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","AUDUBON K-8","8111 SAN VICENTE STREET","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BAKER ELEMENTARY","4041 T STREET","SAN DIEGO","CA",92113,"MRS. JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BALBOA ELEMENTARY","1844 SOUTH 40TH ST","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BANDINI PRIMARY","3550 LOGAN AVE","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BARNARD ELEMENTARY","2445 FOGG STREET","SAN DIEGO","CA",92109,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BELL MIDDLE","620 BRIARWOOD ROAD","SAN DIEGO","CA",92139,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BETHUNE K-8","6835 BENJAMIN HOLT ROAD","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BIRNEY ELEMENTARY","4345 CAMPUS AVENUE","SAN DIEGO","CA",92103,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BOONE ELEMENTARY","7330 BROOKHAVEN ROAD","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","BURBANK ELEMENTARY","2146 JULIAN AVENUE","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CABRILLO ELEMENTARY","3120 TALBOT STREET","SAN DIEGO","CA",92106,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CADMAN ELEMENTARY","4370 KAMLOOP AVENUE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CARSON ELEMENTARY","6905 KRAMER ST.","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CARVER ELEMENTARY","3251 JUANITA STREET","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CENTRAL ELEMENTARY","4063 POLK AVE.","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CHAVEZ ELEMENTARY","1404 SOUTH 40TH STREET","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CHEROKEE POINT ELEMENTARY","3735 38TH STREET","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CHESTERTON ELEMENTARY","7335 WHEATLEY STREET","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CHOLLAS/MEAD ELEMENTARY","401 N. 45TH STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CLAIREMONT HIGH","4150 UTE DRIVE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CLARK MIDDLE","4388 THORN STREET","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CLAY ELEMENTARY","6506 SOLITA AVE","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CORREIA MIDDLE","4302 VALETA STREET","SAN DIEGO","CA",92107,"MRS. JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CREATIVE, PERFORMING, AND MEDIA ARTS","5050 CONRAD AVENUE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CROWN POINT ELEMENTARY","4033 INGRAHAM STREET","SAN DIEGO","CA",92109,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","CUBBERLEY ELEMENTARY","3201 MARATHON DRIVE","SAN DIEGO","CA",92123,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","DANA","1775 CHATWORTH BOULEVARD","SAN DIEGO","CA",92106,"MRS. JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","DARNALL CHARTER","6020 HUGHES STREET","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","DE PORTOLA MIDDLE","11010 CLAIREMONT MESA BLVD.","SAN DIEGO","CA",92124,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","DEWEY ELEMENTARY","3251 ROSECRANS ST.","SAN DIEGO","CA",92110,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","EDISON ELEMENTARY","4077 35TH STREET","SAN DIEGO","CA",92104,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","EMERSON/BANDINI ELEMENTARY","3510 NEWTON AVENUE","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ENCANTO ELEMENTARY","822 65TH STREET","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","EPIPHANY PREP CHARTER","6134 BENSON ST.","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","EUCLID ELEMENTARY","4166 EUCLID AVE","SAN DIEGO","CA",92105,"MRS. JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FARB MIDDLE","4880 LA CUENTA DRIVE","SAN DIEGO","CA",92124,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FAY ELEMENTARY","4080 52ND STREET","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FIELD ELEMENTARY","4375 BANNOCK AVE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FLETCHER ELEMENTARY","7666 BOBOLINK WAY","SAN DIEGO","CA",92123,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FLORENCE ELEMENTARY","3914 1ST ST.","SAN DIEGO","CA",92103,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FOSTER ELEMENTARY","6550 51 ST STREET","SAN DIEGO","CA",92120,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FRANKLIN ELEMENTARY","4481 COPELAND AVENUE","SAN DIEGO","CA",92116,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FREESE ELEMENTARY","8140 GREENLAWN DR.","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","FULTON K-8","7055 SKYLINE DRIVE","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","GARFIELD ELEMENTARY","4487 OREGON STREET","SAN DIEGO","CA",92116,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","GOLDEN HILL K-8","1240 33RD STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","GOMPERS PREPARATORY ACADEMY","1005 47TH STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","GRANT K-8","1425 WASHINGTON PLACE","SAN DIEGO","CA",92103,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","GREEN ELEMENTARY","7030 WANDERMERE PLACE","SAN DIEGO","CA",92119,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HAMILTON ELEMENTARY","2807 FAIRMONT AVE","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HANCOCK ELEMENTARY","3303 TAUSSIG STREET","SAN DIEGO","CA",92124,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HARDY ELEMENTARY","5420 MONTEZUMA ROAD","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HARRIET TUBMAN VILLAGE CHARTER","6880 MOHAWK STREET","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HAWTHORNE ELEMENTARY","4750 LEHRER DRIVE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HOLLY DRIVE LEADERSHIP ACADEMY","4801 ELM STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HOOVER HIGH","4474 EL CAJON BLVD","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-220-2298","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","HORTON ELEMENTARY","5050 GUYMON STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","IBARRA ELEMENTARY","4877 ORANGE AVE","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","IFTIN CHARTER","5465 EL CAJON BLVD","SAN DIEGO","CA","92115-3620","MRS. JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","INNOVATION MIDDLE","5095 ARVINELS AVENUE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","JEFFERSON ELEMENTARY","3770 UTAH ST.","SAN DIEGO","CA",92104,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","JOHN MUIR","4431 MOUNT HERBERT AVE","SAN DIEGO","CA",92117,"JENNIRFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","JOHNSON ELEMENTARY","1355 KELTON ROAD","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","JONES ELEMENTARY","2751 GREYLING DR.","SAN DIEGO","CA",92123,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","JOYNER ELEMENTARY","4271 MYRTLE AVENUE","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","JUAREZ ELEMENTARY","2633 MELBOURNE DRIVE","SAN DIEGO","CA",92123,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KEARNY INTERNATIONAL BUSINESS","7651 WELLINGTON STREET","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-220-2298","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KEILLER LEADERSHIP ACADEMY","7270 LISBON STREET","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KIMBROUGH ELEMENTARY","321 HOITT STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KING-CHAVEZ ACADEMY OF EXCELLENCE","2850 LOGAN AVE","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KING-CHAVEZ PREPARATORY ACADEMY","500 30TH STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KING-CHAVEZ PRIMARY ACADEMY","415 31ST STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","KNOX MIDDLE","1098 S. 49TH STREET","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LAFAYETTE ELEMENTARY","6125 PRINTWOOD WAY","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LEE ELEMENTARY","6196 CHILDS AVE.","SAN DIEGO","CA",92139,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LEWIS MIDDLE","5170 GREENBRIER AVE.","SAN DIEGO","CA",92120,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LINCOLN HIGH","4777 IMPERIAL AVENUE","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LINDA VISTA ELEMENTARY","2772 ULRIC STREET","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LINDBERGH/SCHWEITZER ELEMENTARY","4133 MT. ALBERTINE AVE.","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","LOGAN K-8","2875 OCEAN VIEW BLVD.","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MADISON HIGH","4833 DOLIVA DRIVE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-220-2298","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MANN MIDDLE","4345 54TH STREET","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MARSHALL ELEMENTARY","3550 ALTADENA AVENUE","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MARSTON MIDDLE","3799 CLAIREMONT DRIVE","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MASON ELEMENTARY","10340 SAN RAMON DR.","SAN DIEGO","CA",92126,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MCGILL SCHOOL OF SUCCESS","3025 FIR STREET","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MCKINLEY ELEMENTARY","3035 FELTON STREET","SAN DIEGO","CA",92104,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MILLENNIAL TECH MIDDLE","1110 CAROLINA LANE","SAN DIEGO","CA",92102,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MILLER ELEMENTARY","4343 SHIELDS ST.","SAN DIEGO","CA",92124,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MISSION BAY HIGH","2475 GRAND AVENUE","SAN DIEGO","CA",92109,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MONARCH ELEMENTARY COMMUNITY DAY","1625 NEWTON AVE","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MONTGOMERY MIDDLE","2470 ULRIC STREET","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","MORSE HIGH","6905 SKYLINE DRIVE","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","NORMAL HEIGHTS ELEMENTARY","3750 WARD ROAD","SAN DIEGO","CA",92116,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","NYE ELEMENTARY","981 VALENCIA PARKWAY","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","OAK PARK ELEMENTARY","2606 54TH STREET","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","OCEAN BEACH ELEMENTARY","4741 SANTA MONICA AVE.","SAN DIEGO","CA",92107,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","OFARRELL COMMUNITY SCHOOL","6130 SKYLINE DRIVE","SAN DIEGO","CA",92114,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PACIFIC BEACH ELEMENTARY","1234 TOURMALINE STREET","SAN DIEGO","CA",92109,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PACIFIC BEACH MIDDLE","4676 INGRAHAM STREET","SAN DIEGO","CA",92109,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PARADISE HILLS ELEMENTARY","5816 ALLEGHANY STREET","SAN DIEGO","CA",92139,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PENN ELEMENTARY","2797 UTICA DRIVE","SAN DIEGO","CA",92139,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PERKINS K-8","1770 MAIN STREET","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PERRY ELEMENTARY","6290 ORISKANY ROAD","SAN DIEGO","CA",92139,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","PORTER ELEMENTARY (NORTH CAMPUS) -ANNEX","445 S. 47TH STREET","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","RODRIGUEZ ELEMENTARY","825 S 31ST STREET","SAN DIEGO","CA",92113,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ROLANDO PARK ELEMENTARY","6620 MARLOWE DRIVE","SAN DIEGO","CA",92115,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ROOSEVELT INTERNATIONAL MIDDLE","3366 PARK BOULEVARD","SAN DIEGO","CA",92103,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ROSA PARKS ELEMENTARY","4510 LANDIS STREET","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ROSS ELEMENTARY","7470 BAGDAD ST.","SAN DIEGO","CA",92111,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","ROWAN ELEMENTARY","1755 ROWAN ST.","SAN DIEGO","CA",92105,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","SAN DIEGO BUSINESS/LEADERSHIP","1405 PARK AVE","SAN DIEGO","CA",92101,"JENNIFER MARRONE","858-220-2298","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","SAN DIEGO SCPA","2425 DUSK DRIVE","SAN DIEGO","CA",92139,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
"SAN DIEGO UNIFIED SCHOOL DISTRICT","SEQUOIA ELEMENTARY","4690 LIMERICK AVE.","SAN DIEGO","CA",92117,"JENNIFER MARRONE","858-627-7332","AT RISK SITE (ATR)"
