site_id,start_date,end_date,summer_year,sitename,sponsorname,sponsor_id,meals_type,site_contact,site_phone,site_type
4925,2017-06-19,2017-08-18,2017,GATEWAY CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5021,2017-06-19,2017-08-18,2017,SHERMAN HEIGHTS COMMUNITY CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
2385,2017-07-31,2017-08-11,2017,MILLENNIAL TECH MIDDLE,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4993,2017-06-19,2017-08-18,2017,PACIFIC BEACH PARK & REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4873,2017-06-19,2017-08-18,2017,BAME CDC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4973,2017-06-19,2017-08-18,2017,MURPHY CANYON KID CONNECTION,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4981,2017-06-19,2017-08-18,2017,NORTH CLAIREMONT PARK & REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4901,2017-06-19,2017-08-18,2017,CHOLLAS LAKE PARK & RECREATION CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
3161,2017-07-24,2017-08-18,2017,PORTER ELEMENTARY (NORTH CAMPUS) -ANNEX,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7327,OPEN
4949,2017-07-24,2017-08-18,2017,LOGAN HEIGHTS PUBLIC LIBRARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-624-7332,OPEN
4889,2017-06-19,2017-07-28,2017,CADMAN RECREATION CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4929,2017-07-24,2017-08-18,2017,GOLDEN HILL RECREATION CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4953,2017-06-19,2017-08-18,2017,MALCOLM X BRANCH LIBRARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4893,2017-06-19,2017-08-18,2017,CENTRAL LIBRARY,SAN DIEGO UNIFIED,340,L,JENNIFER MARRONE,858-627-7332,OPEN
4917,2017-06-19,2017-08-18,2017,COPLEY YMCA,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5053,2017-06-19,2017-08-18,2017,WATERFRONT,SAN DIEGO UNIFIED,340,L,JENNIFER MARRONE,858-637-7332,OPEN
577,2017-07-31,2017-08-18,2017,CENTRAL ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-3332,OPEN
2233,2017-06-19,2017-07-28,2017,MADISON HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
201,2017-06-26,2017-07-21,2017,BARNARD ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
1325,2017-07-31,2017-08-18,2017,GOLDEN HILL K-8,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED NEEDY
373,2017-07-31,2017-08-18,2017,BURBANK ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
621,2017-06-26,2017-07-21,2017,CHESTERTON ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
637,2017-06-19,2017-07-21,2017,CHOLLAS/MEAD ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
913,2017-07-24,2017-08-18,2017,DEWEY ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
985,2017-06-26,2017-07-21,2017,DOYLE ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
1269,2017-06-26,2017-07-21,2017,FREESE ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
1401,2017-07-31,2017-08-18,2017,HAMILTON ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
1425,2017-06-26,2017-07-21,2017,HARDY ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7327,OPEN
1593,2017-06-19,2017-07-28,2017,HOOVER HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7327,OPEN
1197,2017-07-31,2017-08-18,2017,FAY ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
1733,2017-06-26,2017-07-21,2017,JEFFERSON ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN RESTRICTED
1765,2017-06-26,2017-07-21,2017,JOHNSON ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
1961,2017-06-26,2017-07-27,2017,LA JOLLA HIGH,SAN DIEGO UNIFIED,340,L,JENNIFER MARRONE,858-627-7332,OPEN
3021,2017-06-26,2017-07-21,2017,PACIFIC VIEW LEADERSHIP ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
3969,2017-06-19,2017-07-28,2017,TWAIN HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
2477,2017-07-10,2017-07-21,2017,MONTGOMERY MIDDLE,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
2877,2017-06-26,2017-07-21,2017,OAK PARK ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
3333,2017-07-24,2017-08-18,2017,ROOSEVELT INTERNATIONAL MIDDLE,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
3401,2017-06-19,2017-07-28,2017,SAN DIEGO BUSINESS/LEADERSHIP,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
2329,2017-07-17,2017-08-18,2017,MCGILL SCHOOL OF SUCCESS,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
3713,2017-06-26,2017-07-21,2017,SPRECKELS ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
3761,2017-06-26,2017-07-21,2017,STANDLEY MIDDLE,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4113,2017-07-24,2017-08-18,2017,VISTA GRANDE ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4165,2017-06-26,2017-07-21,2017,WANGENHEIM MIDDLE,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7327,OPEN
2421,2017-06-26,2017-08-03,2017,MISSION HILLS HIGH,SAN MARCOS UNIFIED,348,L,DENA ENGLAND,760-752-1250,OPEN
1769,2017-06-26,2017-07-28,2017,JOLI ANN LEICHTAG ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
3497,2017-06-26,2017-08-04,2017,SAN MARCOS ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
3501,2017-07-31,2017-08-16,2017,SAN MARCOS HIGH,SAN MARCOS UNIFIED,348,L,DENA ENGLAND,760-752-1250,OPEN
3973,2017-06-30,2017-07-28,2017,TWIN OAKS ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
4221,2017-06-12,2017-07-21,2017,WILLOW ELEMENTARY,SAN YSIDRO ELEMENTARY,356,"B, L",PALOMA PEREZ BERTRAND,619-428-4476 #3011 ,OPEN
2909,2017-06-12,2017-07-21,2017,OCEAN VIEW HILLS,SAN YSIDRO ELEMENTARY,356,"B, L",PALOMA PEREZ BERTRAND,619-428-4476 #3011,OPEN
5073,2017-06-12,2017-07-18,2017,CESAR CHAVEZ COMMUNITY CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5085,2017-06-12,2017-07-18,2017,ROBERT EGGER SR. SOUTH BAY RECREATION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5077,2017-06-12,2017-07-18,2017,MONTGOMERY WALLER RECREACTION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5089,2017-06-12,2017-07-18,2017,SAN YSIDRO COMMUNITY ACTIVITY CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5093,2017-06-12,2017-07-18,2017,SILVER WING RECREATION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5061,2017-06-12,2017-07-18,2017,BOYS AND GIRLS CLUB IMPERIAL BEACH,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5097,2017-06-12,2017-07-18,2017,SPORTS PARK OF IMPERIAL BEACH,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5065,2017-06-12,2017-07-18,2017,CASA DE FAMILIA,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5081,2017-06-12,2017-07-18,2017,OTAY RECREATION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
1093,2017-06-19,2017-07-07,2017,EMORY ELEMENTARY,SOUTH BAY UNION,404,L,KAREN DENSMORE,619-628-5396,OPEN
1637,2017-06-12,2017-06-30,2017,IMPERIAL BEACH CHARTER,SOUTH BAY UNION,404,"B, L",KAREN DENSMORE,619-628-5396,OPEN
2945,2017-06-19,2017-07-07,2017,ONEONTA ELEMENTARY,SOUTH BAY UNION,404,L,KAREN DENSMORE,619-628-5396,OPEN
1613,2017-06-19,2017-07-07,2017,HOWARD PENCE ELEMENTARY,SOUTH BAY UNION,404,L,KAREN DENSMORE,619-628-5396,OPEN
4193,2017-06-12,2017-06-30,2017,WEST VIEW EARLY LEARNING CENTER,SOUTH BAY UNION,404,"B, L",KAREN DENSMORE,619-628-5396,OPEN
5069,2017-06-12,2017-07-18,2017,CASA DE SALUD,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
3529,2017-06-12,2017-07-07,2017,SAN YSIDRO ADULT EDUCATION CENTER,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
5101,2017-06-12,2017-06-30,2017,JUAREZ LINCOLN,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
545,2017-06-05,2017-06-30,2017,CASTLE PARK MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
661,2017-06-12,2017-07-07,2017,CHULA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
657,2017-06-05,2017-06-29,2017,CHULA VISTA MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
1337,2017-06-05,2017-06-29,2017,GRANGER JUNIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
1569,2017-06-05,2017-07-14,2017,HILLTOP MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2277,2017-06-12,2017-07-07,2017,MAR VISTA SENIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2269,2017-06-05,2017-06-29,2017,MAR VISTA ACADEMY,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
5281,2017-06-12,2017-07-07,2017,MONTGOMERY ADULT,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2485,2017-06-05,2017-06-29,2017,MONTGOMERY MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2569,2017-06-05,2017-07-14,2017,NATIONAL CITY MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
3701,2017-06-12,2017-07-07,2017,SOUTHWEST SENIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
3697,2017-06-05,2017-07-14,2017,SOUTHWEST MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
5109,2017-06-25,2017-07-01,2017,UPWARD BOUND #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,OPEN
5117,2017-06-25,2017-07-01,2017,UPWARD BOUND MATH SCIENCE #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,OPEN
5113,2017-06-25,2017-07-01,2017,UPWARD BOUND #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,OPEN
5121,2017-06-25,2017-07-01,2017,UPWARD BOUND MATH SCIENCE #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,OPEN
5129,2017-06-24,2017-07-27,2017,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,"B, L, S",CYNTHIA VILLIS,619-260-4686,OPEN
5125,2017-08-26,2017-09-01,2017,UNIVERSITY OF SAN DIEGO STUDENT SUPPORT SERVICES BRIDGE,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,"B, L, S",RYAN JUMAMIL,619-260-7581,OPEN
101,2017-06-12,2017-06-30,2017,ALTA VISTA HIGH (CONTINUATION),VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
1409,2017-06-12,2017-07-07,2017,HANNALEI ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
3865,2017-06-12,2017-08-11,2017,TEMPLE HEIGHTS ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
1253,2017-06-12,2017-07-31,2017,FOOTHILL OAK ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
2317,2017-06-12,2017-07-21,2017,MARYLAND ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
2261,2017-06-12,2017-06-30,2017,MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
4101,2017-06-19,2017-07-14,2017,VISTA ADULT TRANSITION CENTER,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
4133,2017-06-12,2017-06-30,2017,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-724-2170 #92401 ,OPEN
5141,2017-06-12,2017-08-04,2017,LUZ DURAN PARK,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
5133,2017-06-08,2017-08-11,2017,BOYS & GIRLS CLUB,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
309,2017-06-19,2017-06-30,2017,BOBIER ELEMENTARY,VISTA UNIFIED,452,"B, L",JAMIE PHILLIPS,760-726-2170 #9240,OPEN
361,2017-06-12,2017-08-11,2017,BREEZE HILL ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
2449,2017-06-12,2017-07-14,2017,MONTE VISTA ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
2921,2017-06-12,2017-07-07,2017,OLIVE ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
3225,2017-06-08,2017-06-30,2017,RANCHO BUENA VISTA HIGH,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
4097,2017-06-19,2017-08-04,2017,VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #9240,OPEN
5145,2017-06-12,2017-08-11,2017,BRENGLE TERRACE RECREATION CENTER,"VISTA, CITY OF",456,"B, L",KIMBERLY CRAWFORD,760-643-5275,OPEN
269,2016-06-15,2016-08-23,2016,BELLA MENTE MONTESSORI ACADEMY,BELLA MENTE CHARTER SCHOOL,48,"B, L",GLADYS ESPINO,760-621-8948 #304 #304,OPEN
4261,2016-06-10,2016-08-23,2016,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",CHRIS ALTO,760-745-0515,OPEN
4265,2016-06-10,2016-08-24,2016,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",JONATHAN KERSTETTER,760-749-9822,OPEN
4269,2016-06-22,2016-08-26,2016,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",RUTH CASSIDY,858-273-1645,OPEN
4281,2016-06-22,2016-08-26,2016,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",JESSICA BARAJAS,619-263-6407,OPEN
5149,2016-06-10,2016-08-23,2016,MITCHELL BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",ANDREW AGUIRRE,760-746-3315 #215 #215,OPEN
4297,2016-06-09,2016-07-29,2016,PAYNE FAMILY BRANCH (FORMERLY NATIONAL CITY BRANCH),BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",CONNIE ALVAREZ,619-477-5445,OPEN
4301,2016-06-09,2016-08-19,2016,RAMONA BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,PM,SIMONE MCCUNE,760-789-8203,OPEN
4305,2016-06-22,2016-08-26,2016,RON ROBERTS BRANCH (FORMERLY LINDA VISTA BRANCH),BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",HUY NGUYEN,858-277-6670,OPEN
4309,2016-06-10,2016-08-15,2016,SULPIZIO FAMILY BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",JAMILAH BARNES,858-748-9933,OPEN
4313,2016-06-22,2016-08-26,2016,WILLIAM J OAKES BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",RICARDO SANDOVAL,619-525-1739,OPEN
397,2016-06-20,2016-07-29,2016,CAJON VALLEY MIDDLE,CAJON VALLEY UNION,80,"B, L",MARK MENDOZA,619-588-3111,OPEN
609,2016-06-20,2016-07-29,2016,CHASE AVENUE ELEMENTARY,CAJON VALLEY UNION,80,"L, PM",MARK MENDOZA,619-588-3111,OPEN
4317,2016-06-20,2016-07-29,2016,EL CAJON PUBLIC LIBRARY,CAJON VALLEY UNION,80,"L, PM",MARK MENDOZA,619-588-3111,OPEN
1249,2016-06-20,2016-07-29,2016,FLYING HILLS ELEMENTARY,CAJON VALLEY UNION,80,"B, L",MARK MENDOZA,619-588-3111,OPEN
1365,2016-06-20,2016-07-29,2016,GREENFIELD MIDDLE,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
4321,2016-06-20,2016-07-29,2016,JF KENNEDY PARK,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
2093,2016-06-20,2016-07-29,2016,LEXINGTON ELEMENTARY,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
2229,2016-06-20,2016-07-29,2016,MADISON AVENUE ELEMENTARY,CAJON VALLEY UNION,80,"L, PM",MARK MENDOZA,619-588-3111,OPEN
2349,2016-06-20,2016-07-29,2016,MERIDIAN ELEMENTARY,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
2565,2016-06-20,2016-07-29,2016,NARANCA ELEMENTARY,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
4329,2016-07-10,2016-08-05,2016,CAMP OLIVER,"CAMP OLIVER, INC.",88,"B, L, S",TRISTA BRANT,619-445-5945,CAMP
4333,2016-06-20,2016-08-19,2016,CARLSBAD BOYS & GIRLS CLUB,CARLSBAD UNIFIED,96,"L, PM",MICHELLE JOHNSON,760-331-5000 #5085 #50,OPEN
1729,2016-06-20,2016-07-28,2016,JEFFERSON ELEMENTARY,CARLSBAD UNIFIED,96,L,MICHELLE JOHNSON,760-331-5000 #5085 #50,OPEN
4341,2016-06-06,2016-07-08,2016,CITY OF CHULA VISTA CIVIC CENTER LIBRARY,CHULA VISTA ELEMENTARY,104,"L, PM",JEFFREY LANDERS,619-425-9600 #1401 #14,OPEN
4345,2016-06-06,2016-07-08,2016,CITY OF CHULA VISTA SOUTH CV LIBRARY,CHULA VISTA ELEMENTARY,104,"L, PM",JEFFREY LANDERS,619-425-9600 #1401 #14,OPEN
2197,2016-06-21,2016-07-08,2016,LOMA VERDE ELEMENTARY,CHULA VISTA ELEMENTARY,104,"B, L",JEFFREY LANDERS,619-425-9600 #1401 #14,OPEN
3081,2015-10-01,2015-10-02,2016,PARKVIEW ELEMENTARY,CHULA VISTA ELEMENTARY,104,"B, L",JEFFREY LANDERS,619-425-9600 #1401 #14,OPEN
3313,2016-06-21,2016-07-08,2016,ROGERS (GREG) ELEMENTARY,CHULA VISTA ELEMENTARY,104,"B, L",JEFFREY LANDERS,619-425-9600 #1401 #14,OPEN
4349,2016-07-05,2016-08-09,2016,BEST SUMMER BRIDGE 2010,CSU SAN DIEGO (BEST),124,"B, L, S",DAVID SCARAFONE,619-594-1196 #41196 #4,CAMP
1825,2016-06-02,2016-06-09,2016,(JCCS) JUVENILE COURT AND COMMUNITY SCHOOL,ESCONDIDO UNION HIGH,160,"B, L",MARLA MARTIN,760-291-4077,CLOSED
877,2016-06-06,2016-07-06,2016,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO UNION HIGH,160,"B, L",CYNDI VANDERWOUDE,760-291-2577,OPEN
1145,2016-06-06,2016-07-06,2016,ESCONDIDO HIGH,ESCONDIDO UNION HIGH,160,"B, L",MARLA MARTIN,760-291-4077,OPEN
4353,2016-06-21,2016-08-04,2016,GROVE PARK,ESCONDIDO UNION HIGH,160,L,RON GIL,760-291-5077,OPEN
4357,2016-06-13,2016-06-17,2016,IGLESIA LATINA EMANUEL,ESCONDIDO UNION HIGH,160,S,YOLANDA SALAS,760-291-2251,OPEN
2957,2016-06-06,2016-07-13,2016,ORANGE GLEN HIGH,ESCONDIDO UNION HIGH,160,"B, L",BEV BERK,760-291-5077,OPEN
3521,2016-06-06,2016-07-13,2016,SAN PASQUAL HIGH,ESCONDIDO UNION HIGH,160,"B, L",RON GIL,760-291-6077,OPEN
4361,2016-06-13,2016-07-13,2016,SPECIAL EDUCATION TRANSITION CLASS,ESCONDIDO UNION HIGH,160,L,BEV BERK,760-291-3239,CLOSED
4065,2016-06-13,2016-07-13,2016,VALLEY HIGH (CONTINUATION),ESCONDIDO UNION HIGH,160,"B, L",YOLANDA SALAS,760-291-2251,OPEN
4365,2016-06-13,2016-08-04,2016,WASHINGTON PARK CENTER,ESCONDIDO UNION HIGH,160,"B, L",RON GIL,760-291-5077,OPEN
4369,2016-06-13,2016-08-04,2016,WESTSIDE PARK,ESCONDIDO UNION HIGH,160,L,RON GIL,760-291-5077,OPEN
4373,2016-07-26,2016-08-05,2016,YMCA ESCONDIDO,ESCONDIDO UNION HIGH,160,"B, L",RON GIL,760-291-6077,OPEN
873,2016-07-05,2016-07-22,2016,DEL DIOS ACADEMY OF ARTS AND SCIENCES,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1193,2016-07-05,2016-07-22,2016,FARR AVENUE ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1205,2016-07-05,2016-07-22,2016,FELICITA ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1817,2016-07-05,2016-07-22,2016,JUNIPER ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
2121,2016-07-05,2016-08-12,2016,LINCOLN ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
2873,2016-07-05,2016-07-22,2016,OAK HILL ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2332,OPEN
3129,2016-07-05,2016-07-22,2016,PIONEER ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
3305,2016-06-27,2016-07-22,2016,ROCK SPRINGS ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1185,2016-06-13,2016-08-05,2016,FALLBROOK STREET ELEMENTARY,FALLBROOK UNION ELEMENTARY,168,"B, L",SANDRA MCGOLDRICK,760-731-4352,OPEN
4377,2016-06-13,2016-08-05,2016,NORTH COUNTY BOYS AND GIRLS CLUB,FALLBROOK UNION ELEMENTARY,168,L,SANDRA MCGOLDRICK,760-731-4352,OPEN
4385,2016-06-21,2016-09-02,2016,BORREGO SPRINGS BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,MICHAEL VOSS,760-767-5663,OPEN
4389,2016-06-27,2016-08-26,2016,BOYS AND GIRLS CLUB SAN MARCOS,FEEDING AMERICA SAN DIEGO,180,PM,MARITZA SUAZO,760-471-2490,OPEN
4397,2016-06-13,2016-07-08,2016,CASTLE PARK ELEMENTARY,FEEDING AMERICA SAN DIEGO,180,"L, AM",NATALIA JONES,619-422-5005,OPEN
4405,2016-06-23,2016-08-19,2016,JACUMBA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,SARAH MISQUEZ,619-766-4608,OPEN
4409,2016-06-14,2016-08-05,2016,JULIAN BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,"B, L",COLLEEN BAKER,760-765-1055,OPEN
4421,2016-06-21,2016-07-29,2016,LINCOLN ACRES BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,JOSE OCADIZ,619-475-9880,OPEN
4425,2016-06-20,2016-08-09,2016,MESA GRANDE INDIAN HOUSING AUTHORITY,FEEDING AMERICA SAN DIEGO,180,L,DANIELLE LACHUSA,760-782-9144,OPEN
4457,2016-06-13,2016-08-19,2016,RAMONA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,CHELSIE HARRIS,760-788-5271,OPEN
4481,2016-06-13,2016-07-22,2016,VALLEY CENTER BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,LAURA ZUCKERMAN,760-749-1305,OPEN
4493,2016-06-13,2016-08-05,2016,VISTA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,ORQUIDIA CONTRERAS,760-643-5113,OPEN
